,Player Id,name,Position,Year,Season,week,Game Date,Home or Away,opponent,Outcome,Score,Games Played,Games Started,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Fumbles,Fumbles Lost,Unnamed: 0,team,points,salary,Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Number,Weight (lbs),Years Played
74,davidfluellen/2550289,"Fluellen, David",RB,2019,Regular Season,1,09/08,Away,CLE,W,43 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,115,ten,0.0,4500,27.0,"Tacoma , WA",1/28/1992,Toledo,Injured reserve,Tennessee Titans,3rd season,71.0,Lockport HS,NY,32.0,224.0,
75,davidfluellen/2550289,"Fluellen, David",RB,2019,Regular Season,4,09/29,Away,ATL,W,24 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,437,ten,0.0,4500,27.0,"Tacoma , WA",1/28/1992,Toledo,Injured reserve,Tennessee Titans,3rd season,71.0,Lockport HS,NY,32.0,224.0,
76,bilalpowell/2495328,"Powell, Bilal",RB,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,0,1,4,4.0,4,0,--,--,--,--,--,--,--,513,nyj,0.4,4500,31.0,"Lakeland , FL",10/27/1988,Louisville,Active,New York Jets,9th season,70.0,Lake Gibson HS,"Lakeland, FL",29.0,204.0,
77,elijhaapenny/2556762,"Penny, Elijhaa",RB,2019,Regular Season,1,09/08,Away,DAL,L,17 to 35,1,1,2,3,1.5,2,0,--,--,--,--,--,--,--,81,nyg,0.3,4500,26.0,"Downey , CA",8/17/1993,Idaho,Active,New York Giants,3rd season,73.0,Norwalk HS,CA},39.0,250.0,
78,elijhaapenny/2556762,"Penny, Elijhaa",RB,2019,Regular Season,8,10/27,Away,DET,L,26 to 31,1,0,1,3,3.0,3,0,--,--,--,--,--,--,--,819,nyg,0.3,4500,26.0,"Downey , CA",8/17/1993,Idaho,Active,New York Giants,3rd season,73.0,Norwalk HS,CA},39.0,250.0,
79,justinjackson/2560756,"Jackson, Justin",RB,2019,Regular Season,2,09/15,Away,DET,L,10 to 13,1,0,7,59,8.4,40,0,1,5,5.0,5,0,--,--,159,lac,6.9,6100,23.0,"Chicago , IL",4/22/1996,Northwestern,Active,Los Angeles Chargers,2nd season,72.0,Glenbard North HS,"Carol Stream, IL",22.0,199.0,
80,rexburkhead/2539265,"Burkhead, Rex",RB,2019,Regular Season,2,09/15,Away,MIA,W,43 to 0,1,0,5,21,4.2,12,0,2,47,23.5,32,0,--,--,154,nwe,7.8,4600,29.0,"Lexington , KY",7/2/1990,Nebraska,Active,New England Patriots,7th season,70.0,Plano HS,TX,34.0,215.0,
81,rexburkhead/2539265,"Burkhead, Rex",RB,2019,Regular Season,4,09/29,Away,BUF,W,16 to 10,1,0,--,--,--,--,--,1,7,7.0,7,0,--,--,406,nwe,1.2,5600,29.0,"Lexington , KY",7/2/1990,Nebraska,Active,New England Patriots,7th season,70.0,Plano HS,TX,34.0,215.0,
82,devinsingletary/2562734,"Singletary, Devin",RB,2019,Regular Season,1,09/08,Away,NYJ,W,17 to 16,1,1,4,70,17.5,23,0,5,28,5.6,12,0,--,--,15,buf,12.3,5300,22.0,"Deerfield Beach , FL",9/3/1997,Florida Atlantic,Active,Buffalo Bills,Rookie,67.0,American Heritage HS,"Plantation, FL",26.0,203.0,
83,devinsingletary/2562734,"Singletary, Devin",RB,2019,Regular Season,2,09/15,Away,NYG,W,28 to 14,1,0,6,57,9.5,20,1,--,--,--,--,--,--,--,141,buf,11.7,5700,22.0,"Deerfield Beach , FL",9/3/1997,Florida Atlantic,Active,Buffalo Bills,Rookie,67.0,American Heritage HS,"Plantation, FL",26.0,203.0,
84,zachzenner/2553631,"Zenner, Zach",RB,2019,Regular Season,7,10/20,Away,CHI,W,36 to 25,1,0,1,1,1.0,1,0,1,6,6.0,6,0,--,--,708,nor,1.2,0,28.0,"Eagan , MN",9/13/1991,South Dakota,Active,Arizona Cardinals,5th season,71.0,Eagan HS,MN,22.0,221.0,
85,reggiebonnafon/2561184,"Bonnafon, Reggie",RB,2019,Regular Season,3,09/22,Away,ARI,W,38 to 20,1,0,2,5,2.5,4,0,--,--,--,--,--,--,--,302,car,0.5,4500,23.0,"Louisville , KY",1/4/1996,Louisville,Active,Carolina Panthers,1st season,72.0,,,39.0,215.0,
86,reggiebonnafon/2561184,"Bonnafon, Reggie",RB,2019,Regular Season,4,09/29,Away,HOU,W,16 to 10,1,0,--,--,--,--,--,--,--,--,--,--,--,--,418,car,0.0,4500,23.0,"Louisville , KY",1/4/1996,Louisville,Active,Carolina Panthers,1st season,72.0,,,39.0,215.0,
87,waynegallman/2557952,"Gallman, Wayne",RB,2019,Regular Season,1,09/08,Away,DAL,L,17 to 35,1,0,2,17,8.5,15,1,3,24,8.0,13,0,--,--,17,nyg,11.6,4500,25.0,"Jacksonville , FL",10/1/1994,Clemson,Active,New York Giants,3rd season,72.0,Grayson HS,"Loganville, GA",22.0,216.0,
88,waynegallman/2557952,"Gallman, Wayne",RB,2019,Regular Season,8,10/27,Away,DET,L,26 to 31,1,0,--,--,--,--,--,1,20,20.0,20,0,--,--,797,nyg,2.5,5000,25.0,"Jacksonville , FL",10/1/1994,Clemson,Active,New York Giants,3rd season,72.0,Grayson HS,"Loganville, GA",22.0,216.0,
89,patrickricard/2558990,"Ricard, Patrick",FB,2019,Regular Season,1,09/08,Away,MIA,W,59 to 10,1,1,--,--,--,--,--,1,1,1.0,1T,1,--,--,39,bal,6.6,4500,25.0,"Spencer , MA",5/27/1994,Maine,Active,Baltimore Ravens,3rd season,75.0,David Prouty HS,"Spencer, MA",42.0,303.0,
90,saquonbarkley/2560968,"Barkley, Saquon",RB,2019,Regular Season,1,09/08,Away,DAL,L,17 to 35,1,1,11,120,10.9,59,0,4,19,4.8,9,0,1,0,12,nyg,15.9,9200,22.0,"Bronx , NY",2/9/1997,Penn State,Active,New York Giants,2nd season,72.0,Whitehall HS,PA,26.0,233.0,
91,saquonbarkley/2560968,"Barkley, Saquon",RB,2019,Regular Season,8,10/27,Away,DET,L,26 to 31,1,1,19,64,3.4,13,0,8,79,9.9,38,1,--,--,748,nyg,24.3,8600,22.0,"Bronx , NY",2/9/1997,Penn State,Active,New York Giants,2nd season,72.0,Whitehall HS,PA,26.0,233.0,
92,deandrewashington/2555464,"Washington, DeAndre",RB,2019,Regular Season,3,09/22,Away,MIN,L,14 to 34,1,0,6,22,3.7,8,0,--,--,--,--,--,--,--,293,oak,2.2,4500,26.0,"Houston , TX",2/22/1993,Texas Tech,Active,Oakland Raiders,4th season,68.0,Thurgood Marshall HS,"Missouri City, TX",33.0,210.0,
93,deandrewashington/2555464,"Washington, DeAndre",RB,2019,Regular Season,4,09/29,Away,IND,W,31 to 24,1,0,6,18,3.0,7,0,2,8,4.0,7,0,--,--,390,oak,3.6,4500,26.0,"Houston , TX",2/22/1993,Texas Tech,Active,Oakland Raiders,4th season,68.0,Thurgood Marshall HS,"Missouri City, TX",33.0,210.0,
94,deandrewashington/2555464,"Washington, DeAndre",RB,2019,Regular Season,8,10/27,Away,HOU,L,24 to 27,1,0,5,23,4.6,6,0,1,4,4.0,4,0,--,--,795,oak,3.2,4500,26.0,"Houston , TX",2/22/1993,Texas Tech,Active,Oakland Raiders,4th season,68.0,Thurgood Marshall HS,"Missouri City, TX",33.0,210.0,
95,lataviusmurray/2541161,"Murray, Latavius",RB,2019,Regular Season,3,09/22,Away,SEA,W,33 to 27,1,0,2,2,1.0,2,0,--,--,--,--,--,--,--,306,nor,0.2,5600,29.0,"Titusville , FL",1/18/1990,Central Florida,Active,New Orleans Saints,7th season,75.0,Onondaga HS,"Nedrow, NY",28.0,230.0,
96,lataviusmurray/2541161,"Murray, Latavius",RB,2019,Regular Season,7,10/20,Away,CHI,W,36 to 25,1,1,27,119,4.4,17,2,5,31,6.2,12,0,--,--,646,nor,29.5,5300,29.0,"Titusville , FL",1/18/1990,Central Florida,Active,New Orleans Saints,7th season,75.0,Onondaga HS,"Nedrow, NY",28.0,230.0,
97,chandlercox/2562959,"Cox, Chandler",FB,2019,Regular Season,3,09/22,Away,DAL,L,6 to 31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,320,mia,0.0,4500,23.0,"Sandy , UT",7/29/1996,Auburn,Active,Miami Dolphins,Rookie,73.0,Apopka HS,FL,38.0,240.0,
98,chandlercox/2562959,"Cox, Chandler",FB,2019,Regular Season,7,10/20,Away,BUF,L,21 to 31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,728,mia,0.0,4500,23.0,"Sandy , UT",7/29/1996,Auburn,Active,Miami Dolphins,Rookie,73.0,Apopka HS,FL,38.0,240.0,
99,chandlercox/2562959,"Cox, Chandler",FB,2019,Regular Season,8,10/28,Away,PIT,L,14 to 27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,831,mia,0.0,4500,23.0,"Sandy , UT",7/29/1996,Auburn,Active,Miami Dolphins,Rookie,73.0,Apopka HS,FL,38.0,240.0,
100,frankgore/2506404,"Gore, Frank",RB,2019,Regular Season,1,09/08,Away,NYJ,W,17 to 16,1,0,11,20,1.8,9,0,--,--,--,--,--,--,--,65,buf,2.0,4900,36.0,"Miami , FL",5/14/1983,Miami (Fla.),Active,Buffalo Bills,15th season,69.0,Coral Gables HS,FL,20.0,212.0,
101,frankgore/2506404,"Gore, Frank",RB,2019,Regular Season,2,09/15,Away,NYG,W,28 to 14,1,1,19,68,3.6,9,1,2,15,7.5,9,0,--,--,133,buf,15.3,4900,36.0,"Miami , FL",5/14/1983,Miami (Fla.),Active,Buffalo Bills,15th season,69.0,Coral Gables HS,FL,20.0,212.0,
102,frankgore/2506404,"Gore, Frank",RB,2019,Regular Season,5,10/06,Away,TEN,W,14 to 7,1,1,14,60,4.3,19,0,2,9,4.5,6,0,--,--,475,buf,7.9,5700,36.0,"Miami , FL",5/14/1983,Miami (Fla.),Active,Buffalo Bills,15th season,69.0,Coral Gables HS,FL,20.0,212.0,
103,jameswhite/2543773,"White, James",RB,2019,Regular Season,2,09/15,Away,MIA,W,43 to 0,1,0,3,10,3.3,5,0,3,19,6.3,10T,1,--,--,144,nwe,10.4,6300,27.0,"Fort Lauderdale , FL",2/3/1992,Wisconsin,Active,New England Patriots,6th season,70.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",28.0,205.0,
104,jameswhite/2543773,"White, James",RB,2019,Regular Season,4,09/29,Away,BUF,W,16 to 10,1,0,1,1,1.0,1,0,8,57,7.1,26,0,--,--,365,nwe,9.8,6200,27.0,"Fort Lauderdale , FL",2/3/1992,Wisconsin,Active,New England Patriots,6th season,70.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",28.0,205.0,
105,jameswhite/2543773,"White, James",RB,2019,Regular Season,5,10/06,Away,WAS,W,33 to 7,1,0,6,26,4.3,7,0,6,46,7.7,21,0,--,--,470,nwe,10.2,6200,27.0,"Fort Lauderdale , FL",2/3/1992,Wisconsin,Active,New England Patriots,6th season,70.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",28.0,205.0,
106,jameswhite/2543773,"White, James",RB,2019,Regular Season,7,10/21,Away,NYJ,W,33 to 0,1,0,5,0,0.0,3,0,7,59,8.4,22,0,--,--,659,nwe,9.4,6000,27.0,"Fort Lauderdale , FL",2/3/1992,Wisconsin,Active,New England Patriots,6th season,70.0,St. Thomas Aquinas HS,"Fort Lauderdale, FL",28.0,205.0,
107,mikedavis/2553439,"Davis, Mike",,2019,Regular Season,2,09/15,Away,DEN,W,16 to 14,1,0,3,1,0.3,2,0,--,--,--,--,--,--,--,202,chi,0.1,4900,26.0,"Atlanta , GA",2/19/1993,South Carolina,Cut from team,,Season,69.0,,,,221.0,
108,mikedavis/2553439,"Davis, Mike",,2019,Regular Season,3,09/23,Away,WAS,W,31 to 15,1,0,1,2,2.0,2,0,--,--,--,--,--,--,--,305,chi,0.2,4900,26.0,"Atlanta , GA",2/19/1993,South Carolina,Cut from team,,Season,69.0,,,,221.0,
109,mikedavis/2553439,"Davis, Mike",,2019,Regular Season,5,10/06,Away,OAK,L,21 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,525,chi,0.0,4700,26.0,"Atlanta , GA",2/19/1993,South Carolina,Cut from team,,Season,69.0,,,,221.0,
110,jamesconner/2557978,"Conner, James",RB,2019,Regular Season,6,10/13,Away,LAC,W,24 to 17,1,1,16,41,2.6,12T,1,7,78,11.1,26T,1,--,--,545,pit,27.4,6600,24.0,"Erie , PA",5/5/1995,Pittsburgh,Active,Pittsburgh Steelers,3rd season,73.0,McDowell HS,"Erie, PA",30.0,233.0,
111,malcolmbrown/2552382,"Brown, Malcolm",RB,2019,Regular Season,1,09/08,Away,CAR,W,30 to 27,1,0,11,53,4.8,17,2,--,--,--,--,--,--,--,11,lar,17.3,4900,26.0,"Biloxi , MS",5/15/1993,Texas,Active,Los Angeles Rams,4th season,71.0,Byron P. Steele II HS,"Cibolo, TX",34.0,222.0,
112,malcolmbrown/2552382,"Brown, Malcolm",RB,2019,Regular Season,3,09/22,Away,CLE,W,20 to 13,1,0,3,7,2.3,4,0,0,0,--,--,0,--,--,300,lar,0.7,5500,26.0,"Biloxi , MS",5/15/1993,Texas,Active,Los Angeles Rams,4th season,71.0,Byron P. Steele II HS,"Cibolo, TX",34.0,222.0,
113,malcolmbrown/2552382,"Brown, Malcolm",RB,2019,Regular Season,5,10/03,Away,SEA,L,29 to 30,1,0,1,3,3.0,3,0,--,--,--,--,--,--,--,516,lar,0.3,5100,26.0,"Biloxi , MS",5/15/1993,Texas,Active,Los Angeles Rams,4th season,71.0,Byron P. Steele II HS,"Cibolo, TX",34.0,222.0,
114,troymainepope/2557531,"Pope, Troymaine",RB,2019,Regular Season,4,09/29,Away,MIA,W,30 to 10,1,0,10,20,2.0,8,0,2,14,7.0,13T,1,--,--,362,lac,10.4,4500,25.0,"Anniston , AL",11/29/1993,Jacksonville State,Active,Los Angeles Chargers,2nd season,68.0,Anniston HS,AL,35.0,205.0,
115,troymainepope/2557531,"Pope, Troymaine",RB,2019,Regular Season,7,10/20,Away,TEN,L,20 to 23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,723,lac,0.0,5000,25.0,"Anniston , AL",11/29/1993,Jacksonville State,Active,Los Angeles Chargers,2nd season,68.0,Anniston HS,AL,35.0,205.0,
116,troymainepope/2557531,"Pope, Troymaine",RB,2019,Regular Season,8,10/27,Away,CHI,W,17 to 16,1,0,--,--,--,--,--,--,--,--,--,--,--,--,825,lac,0.0,5000,25.0,"Anniston , AL",11/29/1993,Jacksonville State,Active,Los Angeles Chargers,2nd season,68.0,Anniston HS,AL,35.0,205.0,
117,taiwanjones/2495467,"Jones, Taiwan",RB,2019,Regular Season,7,10/20,Away,IND,L,23 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,738,hou,0.0,4500,31.0,"San Francisco , CA",7/26/1988,Eastern Washington,Active,Houston Texans,9th season,72.0,Deer Valley HS,"Antioch, CA",34.0,195.0,
118,joemixon/2557976,"Mixon, Joe",RB,2019,Regular Season,1,09/08,Away,SEA,L,20 to 21,1,1,6,10,1.7,6,0,2,7,3.5,10,0,--,--,60,cin,2.7,7800,23.0,"San Francisco , CA",7/24/1996,Oklahoma,Active,Cincinnati Bengals,3rd season,73.0,Freedom HS,"Oakley, CA",28.0,220.0,
119,joemixon/2557976,"Mixon, Joe",RB,2019,Regular Season,3,09/22,Away,BUF,L,17 to 21,1,1,15,60,4.0,14,0,2,34,17.0,33,1,--,--,239,cin,16.5,6500,23.0,"San Francisco , CA",7/24/1996,Oklahoma,Active,Cincinnati Bengals,3rd season,73.0,Freedom HS,"Oakley, CA",28.0,220.0,
120,joemixon/2557976,"Mixon, Joe",RB,2019,Regular Season,4,09/30,Away,PIT,L,3 to 27,1,1,15,62,4.1,15,0,4,1,0.3,3,0,--,--,371,cin,8.3,6800,23.0,"San Francisco , CA",7/24/1996,Oklahoma,Active,Cincinnati Bengals,3rd season,73.0,Freedom HS,"Oakley, CA",28.0,220.0,
121,joemixon/2557976,"Mixon, Joe",RB,2019,Regular Season,6,10/13,Away,BAL,L,17 to 23,1,1,8,10,1.3,3,0,2,29,14.5,23,0,--,--,585,cin,4.9,6400,23.0,"San Francisco , CA",7/24/1996,Oklahoma,Active,Cincinnati Bengals,3rd season,73.0,Freedom HS,"Oakley, CA",28.0,220.0,
122,tylerervin/2555234,"Ervin, Tyler",RB,2019,Regular Season,2,09/15,Away,HOU,L,12 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,221,jac,0.0,4500,26.0,"San Bernardino , CA",10/7/1993,San Jose State,Active,Jacksonville Jaguars,4th season,70.0,Colton HS,CA,24.0,185.0,
123,tylerervin/2555234,"Ervin, Tyler",RB,2019,Regular Season,4,09/29,Away,DEN,W,26 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,430,jac,0.0,4500,26.0,"San Bernardino , CA",10/7/1993,San Jose State,Active,Jacksonville Jaguars,4th season,70.0,Colton HS,CA,24.0,185.0,
124,tylerervin/2555234,"Ervin, Tyler",RB,2019,Regular Season,7,10/20,Away,CIN,W,27 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,737,jac,0.0,4500,26.0,"San Bernardino , CA",10/7/1993,San Jose State,Active,Jacksonville Jaguars,4th season,70.0,Colton HS,CA,24.0,185.0,
125,jalenrichard/2556885,"Richard, Jalen",RB,2019,Regular Season,3,09/22,Away,MIN,L,14 to 34,1,0,2,15,7.5,11,0,3,14,4.7,9,0,1,0,276,oak,4.4,5100,26.0,"Baton Rouge , LA",10/15/1993,Southern Mississippi,Active,Oakland Raiders,4th season,68.0,Peabody HS,"Alexandria, LA",30.0,205.0,
126,jalenrichard/2556885,"Richard, Jalen",RB,2019,Regular Season,4,09/29,Away,IND,W,31 to 24,1,0,4,17,4.3,13,0,1,1,1.0,1,0,--,--,400,oak,2.3,5000,26.0,"Baton Rouge , LA",10/15/1993,Southern Mississippi,Active,Oakland Raiders,4th season,68.0,Peabody HS,"Alexandria, LA",30.0,205.0,
127,jalenrichard/2556885,"Richard, Jalen",RB,2019,Regular Season,8,10/27,Away,HOU,L,24 to 27,1,0,1,3,3.0,3,0,2,24,12.0,20,0,--,--,791,oak,3.7,5000,26.0,"Baton Rouge , LA",10/15/1993,Southern Mississippi,Active,Oakland Raiders,4th season,68.0,Peabody HS,"Alexandria, LA",30.0,205.0,
128,brianhill/2558112,"Hill, Brian",RB,2019,Regular Season,5,10/06,Away,HOU,L,32 to 53,1,0,--,--,--,--,--,--,--,--,--,--,--,--,543,atl,0.0,4500,24.0,"East St. Louis , IL",11/9/1995,Wyoming,Active,Atlanta Falcons,3rd season,73.0,Belleville West HS,IL,23.0,219.0,
129,alvinkamara/2558019,"Kamara, Alvin",RB,2019,Regular Season,3,09/22,Away,SEA,W,33 to 27,1,1,16,69,4.3,16,1,9,92,10.2,29T,1,--,--,233,nor,32.6,8000,24.0,"Atlanta , GA",7/25/1995,Tennessee,Active,New Orleans Saints,3rd season,70.0,Norcross HS,GA,41.0,215.0,
130,melvingordon/2552469,"Gordon, Melvin",RB,2019,Regular Season,7,10/20,Away,TEN,L,20 to 23,1,1,16,32,2.0,6,0,2,-3,-1.5,1T,1,2,1,664,lac,7.9,6600,26.0,"Kenosha , WI",4/13/1993,Wisconsin,Active,Los Angeles Chargers,5th season,73.0,Mary Bradford HS,"Kenosha, WI",25.0,215.0,
131,melvingordon/2552469,"Gordon, Melvin",RB,2019,Regular Season,8,10/27,Away,CHI,W,17 to 16,1,1,8,31,3.9,19T,1,2,3,1.5,3,0,--,--,765,lac,10.4,6400,26.0,"Kenosha , WI",4/13/1993,Wisconsin,Active,Los Angeles Chargers,5th season,73.0,Mary Bradford HS,"Kenosha, WI",25.0,215.0,
132,darwinthompson/2562832,"Thompson, Darwin",RB,2019,Regular Season,2,09/15,Away,OAK,W,28 to 10,1,0,1,1,1.0,1,0,--,--,--,--,--,--,--,201,kan,0.1,4500,22.0,"Tulsa , OK",2/12/1997,Utah State,Active,Kansas City Chiefs,Rookie,68.0,Jenks HS,"Tulsa, OK",34.0,200.0,
133,darwinthompson/2562832,"Thompson, Darwin",RB,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,415,kan,0.0,4500,22.0,"Tulsa , OK",2/12/1997,Utah State,Active,Kansas City Chiefs,Rookie,68.0,Jenks HS,"Tulsa, OK",34.0,200.0,
134,bennysnell/2562743,"Snell, Benny",RB,2019,Regular Season,6,10/13,Away,LAC,W,24 to 17,1,0,17,75,4.4,20,0,1,14,14.0,14,0,--,--,573,pit,9.4,4500,21.0,"Columbus , OH",2/27/1998,Kentucky,Active,Pittsburgh Steelers,Rookie,70.0,Westerville Central HS,"Westerville, OH",24.0,224.0,
135,mattbreida/2558918,"Breida, Matt",RB,2019,Regular Season,2,09/15,Away,CIN,W,41 to 17,1,1,12,121,10.1,34,0,1,11,11.0,11,0,--,--,135,sfo,13.7,5600,24.0,"Brandenton , FL",2/28/1995,Georgia Southern,Active,San Francisco 49ers,3rd season,71.0,Nature Coast Tech HS,"Brooksville, FL",22.0,195.0,
136,mattbreida/2558918,"Breida, Matt",RB,2019,Regular Season,7,10/20,Away,WAS,W,9 to 0,1,1,8,35,4.4,11,0,1,1,1.0,1,0,--,--,686,sfo,4.1,5600,24.0,"Brandenton , FL",2/28/1995,Georgia Southern,Active,San Francisco 49ers,3rd season,71.0,Nature Coast Tech HS,"Brooksville, FL",22.0,195.0,
137,damienwilliams/2550512,"Williams, Damien",RB,2019,Regular Season,2,09/15,Away,OAK,W,28 to 10,1,1,9,8,0.9,5,0,3,48,16.0,32,0,--,--,158,kan,7.1,6600,27.0,"San Diego , CA",4/3/1992,Oklahoma,Active,Kansas City Chiefs,6th season,71.0,Mira Mesa HS,"San Diego, CA",26.0,224.0,
138,damienwilliams/2550512,"Williams, Damien",RB,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,0,9,7,0.8,4,0,2,-1,-0.5,1,0,--,--,703,kan,1.6,6000,27.0,"San Diego , CA",4/3/1992,Oklahoma,Active,Kansas City Chiefs,6th season,71.0,Mira Mesa HS,"San Diego, CA",26.0,224.0,
139,tymontgomery/2552429,"Montgomery, Ty",RB,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,0,2,1,0.5,4,0,--,--,--,--,--,--,--,519,nyj,0.1,4600,26.0,"Jackson , MS",1/22/1993,Stanford,Active,New York Jets,5th season,72.0,St. Mark's School HS,"Dallas, TX",88.0,216.0,
140,milessanders/2562722,"Sanders, Miles",RB,2019,Regular Season,2,09/15,Away,ATL,L,20 to 24,1,1,10,28,2.8,5,0,3,9,3.0,7,0,--,--,165,phi,5.2,5400,22.0,"Pittsburgh , PA",5/1/1997,Penn State,Active,Philadelphia Eagles,Rookie,71.0,Woodland Hills HS,PA,26.0,211.0,
141,milessanders/2562722,"Sanders, Miles",RB,2019,Regular Season,6,10/13,Away,MIN,L,20 to 38,1,0,3,6,2.0,3,0,3,86,28.7,45,1,--,--,554,phi,16.7,5700,22.0,"Pittsburgh , PA",5/1/1997,Penn State,Active,Philadelphia Eagles,Rookie,71.0,Woodland Hills HS,PA,26.0,211.0,
142,milessanders/2562722,"Sanders, Miles",RB,2019,Regular Season,7,10/20,Away,DAL,L,10 to 37,1,0,6,21,3.5,7,0,3,11,3.7,5,0,--,--,681,phi,4.7,5800,22.0,"Pittsburgh , PA",5/1/1997,Penn State,Active,Philadelphia Eagles,Rookie,71.0,Woodland Hills HS,PA,26.0,211.0,
143,milessanders/2562722,"Sanders, Miles",RB,2019,Regular Season,8,10/27,Away,BUF,W,31 to 13,1,0,3,74,24.7,65T,1,3,44,14.7,25,0,--,--,751,phi,21.3,5800,22.0,"Pittsburgh , PA",5/1/1997,Penn State,Active,Philadelphia Eagles,Rookie,71.0,Woodland Hills HS,PA,26.0,211.0,
144,dalyndawkins/2561524,"Dawkins, Dalyn",RB,2019,Regular Season,6,10/13,Away,DEN,L,0 to 16,1,0,2,2,1.0,1,0,--,--,--,--,--,--,--,612,ten,0.2,4500,24.0,"Louisville , KY",12/26/1994,Colorado State,dev?,Tennessee Titans,2nd season,67.0,Trinity HS,"Louisville, KY",28.0,183.0,
145,ryquellarmstead/2562622,"Armstead, Ryquell",RB,2019,Regular Season,2,09/15,Away,HOU,L,12 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,222,jac,0.0,4500,23.0,"Bridgeton , NJ",10/30/1996,Temple,Active,Jacksonville Jaguars,Rookie,71.0,Millville HS,"Millville, NJ",23.0,220.0,
146,ryquellarmstead/2562622,"Armstead, Ryquell",RB,2019,Regular Season,4,09/29,Away,DEN,W,26 to 24,1,0,8,42,5.3,16,0,1,7,7.0,7T,1,--,--,359,jac,11.4,4500,23.0,"Bridgeton , NJ",10/30/1996,Temple,Active,Jacksonville Jaguars,Rookie,71.0,Millville HS,"Millville, NJ",23.0,220.0,
147,ryquellarmstead/2562622,"Armstead, Ryquell",RB,2019,Regular Season,5,10/06,Away,CAR,L,27 to 34,1,0,1,-1,-1.0,-1,0,1,7,7.0,7,0,--,--,509,jac,1.1,4500,23.0,"Bridgeton , NJ",10/30/1996,Temple,Active,Jacksonville Jaguars,Rookie,71.0,Millville HS,"Millville, NJ",23.0,220.0,
148,ryquellarmstead/2562622,"Armstead, Ryquell",RB,2019,Regular Season,7,10/20,Away,CIN,W,27 to 17,1,0,3,3,1.0,6,0,0,0,--,--,0,--,--,716,jac,0.3,4500,23.0,"Bridgeton , NJ",10/30/1996,Temple,Active,Jacksonville Jaguars,Rookie,71.0,Millville HS,"Millville, NJ",23.0,220.0,
149,treyedmunds/2559325,"Edmunds, Trey",RB,2019,Regular Season,6,10/13,Away,LAC,W,24 to 17,1,0,--,--,--,--,--,--,--,--,--,--,--,--,629,pit,0.0,4500,24.0,"Danville , VA",12/30/1994,Maryland,Active,Pittsburgh Steelers,2nd season,74.0,Dan River HS,"Ringgold, VA",33.0,223.0,
150,nyheimhines/2560742,"Hines, Nyheim",RB,2019,Regular Season,1,09/08,Away,LAC,L,24 to 30,1,1,4,13,3.3,6,0,4,4,1.0,8,0,--,--,52,ind,3.7,5300,22.0,"Raleigh , NC",11/12/1996,North Carolina State,Active,Indianapolis Colts,2nd season,69.0,Garner HS,NC,21.0,196.0,
151,nyheimhines/2560742,"Hines, Nyheim",RB,2019,Regular Season,2,09/15,Away,TEN,W,19 to 17,1,0,2,9,4.5,5,0,1,5,5.0,5,0,--,--,183,ind,1.9,5300,22.0,"Raleigh , NC",11/12/1996,North Carolina State,Active,Indianapolis Colts,2nd season,69.0,Garner HS,NC,21.0,196.0,
