,Player Id,name,Position,Year,Season,week,Game Date,Home or Away,opponent,Outcome,Score,Games Played,Games Started,Receptions,Receiving Yards,Yards Per Reception,Longest Reception,Receiving TDs,Rushing Attempts,Rushing Yards,Yards Per Carry,Longest Rushing Run,Rushing TDs,Fumbles,Fumbles Lost,Unnamed: 0,team,points,salary,Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Number,Weight (lbs),Years Played
116,fostermoreau/2562317,"Moreau, Foster",TE,2019,Regular Season,4,09/29,Away,IND,W,31 to 24,1,0,3,30,10.0,18T,1,--,--,--,--,--,--,--,273,oak,10.5,4000,22.0,"New Orleans , LA",5/6/1997,LSU,Active,Oakland Raiders,Rookie,76.0,Jesuit HS,"New Orleans, LA",87.0,250.0,
117,fostermoreau/2562317,"Moreau, Foster",TE,2019,Regular Season,8,10/27,Away,HOU,L,24 to 27,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,620,oak,1.5,4900,22.0,"New Orleans , LA",5/6/1997,LSU,Active,Oakland Raiders,Rookie,76.0,Jesuit HS,"New Orleans, LA",87.0,250.0,
118,kylerudolph/2495438,"Rudolph, Kyle",TE,2019,Regular Season,4,09/29,Away,CHI,L,6 to 16,1,1,1,12,12.0,12,0,--,--,--,--,--,--,--,305,min,1.7,4600,30.0,"Cincinnati , OH",11/9/1989,Notre Dame,Active,Minnesota Vikings,9th season,78.0,Elder HS,"Cincinnati, OH",82.0,265.0,
119,kylerudolph/2495438,"Rudolph, Kyle",TE,2019,Regular Season,5,10/06,Away,NYG,W,28 to 10,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,391,min,0.9,4500,30.0,"Cincinnati , OH",11/9/1989,Notre Dame,Active,Minnesota Vikings,9th season,78.0,Elder HS,"Cincinnati, OH",82.0,265.0,
120,kylerudolph/2495438,"Rudolph, Kyle",TE,2019,Regular Season,7,10/20,Away,DET,W,42 to 30,1,1,5,58,11.6,15T,1,--,--,--,--,--,--,--,505,min,14.3,4500,30.0,"Cincinnati , OH",11/9/1989,Notre Dame,Active,Minnesota Vikings,9th season,78.0,Elder HS,"Cincinnati, OH",82.0,265.0,
121,maxxwilliams/2552468,"Williams, Maxx",TE,2019,Regular Season,2,09/15,Away,BAL,L,17 to 23,1,0,1,21,21.0,21,0,--,--,--,--,--,--,--,121,ari,2.6,4100,25.0,"Waconia , MN",4/12/1994,Minnesota,Active,Arizona Cardinals,5th season,76.0,Waconia HS,MN,87.0,252.0,
122,maxxwilliams/2552468,"Williams, Maxx",TE,2019,Regular Season,5,10/06,Away,CIN,W,26 to 23,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,388,ari,1.2,4000,25.0,"Waconia , MN",4/12/1994,Minnesota,Active,Arizona Cardinals,5th season,76.0,Waconia HS,MN,87.0,252.0,
123,maxxwilliams/2552468,"Williams, Maxx",TE,2019,Regular Season,7,10/20,Away,NYG,W,27 to 21,1,1,1,5,5.0,5,0,--,--,--,--,--,--,--,544,ari,1.0,4900,25.0,"Waconia , MN",4/12/1994,Minnesota,Active,Arizona Cardinals,5th season,76.0,Waconia HS,MN,87.0,252.0,
124,derekcarrier/2534241,"Carrier, Derek",TE,2019,Regular Season,3,09/22,Away,MIN,L,14 to 34,1,0,--,--,--,--,--,--,--,--,--,--,--,--,243,oak,0.0,4000,29.0,"Edgerton , WI",7/25/1990,Beloit,Active,Oakland Raiders,7th season,75.0,Edgerton HS,WI,85.0,240.0,
125,derekcarrier/2534241,"Carrier, Derek",TE,2019,Regular Season,4,09/29,Away,IND,W,31 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,327,oak,0.0,4000,29.0,"Edgerton , WI",7/25/1990,Beloit,Active,Oakland Raiders,7th season,75.0,Edgerton HS,WI,85.0,240.0,
126,derekcarrier/2534241,"Carrier, Derek",TE,2019,Regular Season,8,10/27,Away,HOU,L,24 to 27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,641,oak,0.0,4000,29.0,"Edgerton , WI",7/25/1990,Beloit,Active,Oakland Raiders,7th season,75.0,Edgerton HS,WI,85.0,240.0,
127,chrismanhertz/2552622,"Manhertz, Chris",TE,2019,Regular Season,3,09/22,Away,ARI,W,38 to 20,1,0,--,--,--,--,--,--,--,--,--,--,--,--,235,car,0.0,4000,27.0,"New York , NY",4/10/1992,Canisius,Active,Carolina Panthers,4th season,78.0,Cardinal Spellman HS,"Bronx, NY",82.0,255.0,
128,chrismanhertz/2552622,"Manhertz, Chris",TE,2019,Regular Season,4,09/29,Away,HOU,W,16 to 10,1,1,--,--,--,--,--,--,--,--,--,--,--,--,318,car,0.0,4000,27.0,"New York , NY",4/10/1992,Canisius,Active,Carolina Panthers,4th season,78.0,Cardinal Spellman HS,"Bronx, NY",82.0,255.0,
129,drewsample/2562720,"Sample, Drew",TE,2019,Regular Season,1,09/08,Away,SEA,L,20 to 21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,70,cin,0.0,4000,23.0,"Bellevue , WA",4/16/1996,Washington,Active,Cincinnati Bengals,Rookie,77.0,Newport HS,"Bellevue, WA",89.0,258.0,
130,drewsample/2562720,"Sample, Drew",TE,2019,Regular Season,3,09/22,Away,BUF,L,17 to 21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,245,cin,0.0,4000,23.0,"Bellevue , WA",4/16/1996,Washington,Active,Cincinnati Bengals,Rookie,77.0,Newport HS,"Bellevue, WA",89.0,258.0,
131,drewsample/2562720,"Sample, Drew",TE,2019,Regular Season,4,09/30,Away,PIT,L,3 to 27,1,0,--,--,--,--,--,--,--,--,--,--,--,--,331,cin,0.0,4000,23.0,"Bellevue , WA",4/16/1996,Washington,Active,Cincinnati Bengals,Rookie,77.0,Newport HS,"Bellevue, WA",89.0,258.0,
132,drewsample/2562720,"Sample, Drew",TE,2019,Regular Season,6,10/13,Away,BAL,L,17 to 23,1,1,1,-1,-1.0,-1,0,--,--,--,--,--,--,--,479,cin,0.4,4000,23.0,"Bellevue , WA",4/16/1996,Washington,Active,Cincinnati Bengals,Rookie,77.0,Newport HS,"Bellevue, WA",89.0,258.0,
133,lancekendricks/2495187,"Kendricks, Lance",TE,2019,Regular Season,4,09/29,Away,MIA,W,30 to 10,1,1,2,37,18.5,24,0,--,--,--,--,--,--,--,289,lac,4.7,0,31.0,"Milwaukee , WI",1/30/1988,Wisconsin,Active,Los Angeles Chargers,9th season,75.0,Rufus King HS,"Milwaukee, MI",87.0,250.0,
134,lancekendricks/2495187,"Kendricks, Lance",TE,2019,Regular Season,7,10/20,Away,TEN,L,20 to 23,1,0,--,--,--,--,--,--,--,--,--,--,--,--,561,lac,0.0,4900,31.0,"Milwaukee , WI",1/30/1988,Wisconsin,Active,Los Angeles Chargers,9th season,75.0,Rufus King HS,"Milwaukee, MI",87.0,250.0,
135,noahfant/2562383,"Fant, Noah",TE,2019,Regular Season,1,09/09,Away,OAK,L,16 to 24,1,1,2,29,14.5,20,0,1,-5,-5.0,-5,0,--,--,27,den,3.4,4900,21.0,"Omaha , NE",11/20/1997,Iowa,Active,Denver Broncos,Rookie,76.0,Omaha South HS,"Omaha, NE",87.0,249.0,
136,noahfant/2562383,"Fant, Noah",TE,2019,Regular Season,5,10/06,Away,LAC,W,20 to 13,1,1,1,6,6.0,6,0,--,--,--,--,--,--,--,389,den,1.1,4900,21.0,"Omaha , NE",11/20/1997,Iowa,Active,Denver Broncos,Rookie,76.0,Omaha South HS,"Omaha, NE",87.0,249.0,
137,noahfant/2562383,"Fant, Noah",TE,2019,Regular Season,8,10/27,Away,IND,L,13 to 15,1,0,5,26,5.2,17,0,--,--,--,--,--,--,--,593,den,5.1,4500,21.0,"Omaha , NE",11/20/1997,Iowa,Active,Denver Broncos,Rookie,76.0,Omaha South HS,"Omaha, NE",87.0,249.0,
138,deonyelder/2561293,"Yelder, Deon",TE,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,0,2,43,21.5,24,0,--,--,--,--,--,--,--,285,kan,5.3,4000,24.0,"Louisville , KY",3/6/1995,Western Kentucky,Active,Kansas City Chiefs,2nd season,76.0,Southern HS,"Louisville, KY",82.0,255.0,
139,deonyelder/2561293,"Yelder, Deon",TE,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,0,--,--,--,--,--,--,--,--,--,--,--,--,569,kan,0.0,4000,24.0,"Louisville , KY",3/6/1995,Western Kentucky,Active,Kansas City Chiefs,2nd season,76.0,Southern HS,"Louisville, KY",82.0,255.0,
140,danielbrown/2553900,"Brown, Daniel",TE,2019,Regular Season,5,10/06,Away,PHI,L,6 to 31,1,0,--,--,--,--,--,--,--,--,--,--,--,--,422,nyj,0.0,4500,27.0,"Windsor , VA",5/26/1992,James Madison,Active,New York Jets,5th season,77.0,Isle of Wight Acad. HS,VA,87.0,247.0,
141,benbraunecker/2556478,"Braunecker, Ben",TE,2019,Regular Season,2,09/15,Away,DEN,W,16 to 14,1,0,2,24,12.0,18,0,--,--,--,--,--,--,--,114,chi,3.4,4000,25.0,"Jasper , IN",2/7/1994,Harvard,Active,Chicago Bears,4th season,75.0,Forest Park HS,"Ferdinand, IN",82.0,247.0,
142,benbraunecker/2556478,"Braunecker, Ben",TE,2019,Regular Season,3,09/23,Away,WAS,W,31 to 15,1,0,--,--,--,--,--,--,--,--,--,--,--,--,258,chi,0.0,4000,25.0,"Jasper , IN",2/7/1994,Harvard,Active,Chicago Bears,4th season,75.0,Forest Park HS,"Ferdinand, IN",82.0,247.0,
143,benbraunecker/2556478,"Braunecker, Ben",TE,2019,Regular Season,5,10/06,Away,OAK,L,21 to 24,1,0,--,--,--,--,--,--,--,--,--,--,--,--,423,chi,0.0,4000,25.0,"Jasper , IN",2/7/1994,Harvard,Active,Chicago Bears,4th season,75.0,Forest Park HS,"Ferdinand, IN",82.0,247.0,
144,mikegesicki/2560994,"Gesicki, Mike",TE,2019,Regular Season,3,09/22,Away,DAL,L,6 to 31,1,0,3,9,3.0,5,0,--,--,--,--,--,--,--,208,mia,2.4,4600,24.0,"Lakewood Twp., Ocean Co. , NJ",10/3/1995,Penn State,Active,Miami Dolphins,2nd season,78.0,Southern Regional HS,"Manahawkin, NJ",88.0,250.0,
145,mikegesicki/2560994,"Gesicki, Mike",TE,2019,Regular Season,7,10/20,Away,BUF,L,21 to 31,1,0,4,41,10.3,17,0,--,--,--,--,--,--,--,517,mia,6.1,4600,24.0,"Lakewood Twp., Ocean Co. , NJ",10/3/1995,Penn State,Active,Miami Dolphins,2nd season,78.0,Southern Regional HS,"Manahawkin, NJ",88.0,250.0,
146,mikegesicki/2560994,"Gesicki, Mike",TE,2019,Regular Season,8,10/28,Away,PIT,L,14 to 27,1,0,2,10,5.0,5,0,--,--,--,--,--,--,--,613,mia,2.0,4800,24.0,"Lakewood Twp., Ocean Co. , NJ",10/3/1995,Penn State,Active,Miami Dolphins,2nd season,78.0,Southern Regional HS,"Manahawkin, NJ",88.0,250.0,
147,joshhill/2541834,"Hill, Josh",TE,2019,Regular Season,3,09/22,Away,SEA,W,33 to 27,1,1,1,4,4.0,4,0,--,--,--,--,--,--,--,225,nor,0.9,4000,29.0,"Blackfoot , ID",5/21/1990,Idaho State,Active,New Orleans Saints,7th season,77.0,Blackfoot HS,ID,89.0,250.0,
148,joshhill/2541834,"Hill, Josh",TE,2019,Regular Season,7,10/20,Away,CHI,W,36 to 25,1,0,3,43,14.3,27,1,--,--,--,--,--,--,--,510,nor,11.8,4600,29.0,"Blackfoot , ID",5/21/1990,Idaho State,Active,New Orleans Saints,7th season,77.0,Blackfoot HS,ID,89.0,250.0,
149,johnnymundt/2558875,"Mundt, Johnny",TE,2019,Regular Season,3,09/22,Away,CLE,W,20 to 13,1,0,--,--,--,--,--,--,--,--,--,--,--,--,246,lar,0.0,4000,24.0,"Modesto , CA",11/23/1994,Oregon,Active,Los Angeles Rams,2nd season,76.0,Central Catholic HS,"Stockton, CA",82.0,233.0,
150,johnnymundt/2558875,"Mundt, Johnny",TE,2019,Regular Season,5,10/03,Away,SEA,L,29 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,409,lar,0.0,4000,24.0,"Modesto , CA",11/23/1994,Oregon,Active,Los Angeles Rams,2nd season,76.0,Central Catholic HS,"Stockton, CA",82.0,233.0,
151,johnnymundt/2558875,"Mundt, Johnny",TE,2019,Regular Season,7,10/20,Away,ATL,W,37 to 10,1,0,0,0,--,--,0,--,--,--,--,--,--,--,559,lar,0.0,4000,24.0,"Modesto , CA",11/23/1994,Oregon,Active,Los Angeles Rams,2nd season,76.0,Central Catholic HS,"Stockton, CA",82.0,233.0,
152,jameso'shaughnessy/2553318,"O'Shaughnessy, James",TE,2019,Regular Season,2,09/15,Away,HOU,L,12 to 13,1,1,4,28,7.0,10,0,--,--,--,--,--,--,--,104,jac,4.8,4500,27.0,"Naperville , IL",1/14/1992,Illinois State,Injured reserve,Jacksonville Jaguars,5th season,76.0,Naperville North HS,IL,80.0,245.0,
153,jameso'shaughnessy/2553318,"O'Shaughnessy, James",TE,2019,Regular Season,4,09/29,Away,DEN,W,26 to 24,1,1,1,18,18.0,18T,1,--,--,--,--,--,--,--,280,jac,8.3,4600,27.0,"Naperville , IL",1/14/1992,Illinois State,Injured reserve,Jacksonville Jaguars,5th season,76.0,Naperville North HS,IL,80.0,245.0,
154,jameso'shaughnessy/2553318,"O'Shaughnessy, James",TE,2019,Regular Season,5,10/06,Away,CAR,L,27 to 34,1,1,3,57,19.0,35,0,--,--,--,--,--,--,--,355,jac,7.2,4500,27.0,"Naperville , IL",1/14/1992,Illinois State,Injured reserve,Jacksonville Jaguars,5th season,76.0,Naperville North HS,IL,80.0,245.0,
155,daltonschultz/2560866,"Schultz, Dalton",TE,2019,Regular Season,2,09/15,Away,WAS,W,31 to 21,1,0,--,--,--,--,--,--,--,--,--,--,--,--,154,dal,0.0,4000,23.0,"Sandy , UT",7/11/1996,Stanford,Active,Dallas Cowboys,2nd season,77.0,Bingham HS,"South Jordan, UT",86.0,260.0,
156,daltonschultz/2560866,"Schultz, Dalton",TE,2019,Regular Season,6,10/13,Away,NYJ,L,22 to 24,1,0,1,6,6.0,6,0,--,--,--,--,--,--,--,472,dal,1.1,4000,23.0,"Sandy , UT",7/11/1996,Stanford,Active,Dallas Cowboys,2nd season,77.0,Bingham HS,"South Jordan, UT",86.0,260.0,
157,haydenhurst/2560747,"Hurst, Hayden",TE,2019,Regular Season,1,09/08,Away,MIA,W,59 to 10,1,0,3,41,13.7,23,0,--,--,--,--,--,--,--,18,bal,5.6,4400,26.0,"Jacksonville , FL",8/24/1993,South Carolina,Active,Baltimore Ravens,2nd season,76.0,Bolles School HS,"Jacksonville, FL",81.0,260.0,
158,haydenhurst/2560747,"Hurst, Hayden",TE,2019,Regular Season,5,10/06,Away,PIT,W,26 to 23,1,0,4,32,8.0,13,0,--,--,--,--,--,--,--,363,bal,5.2,4400,26.0,"Jacksonville , FL",8/24/1993,South Carolina,Active,Baltimore Ravens,2nd season,76.0,Bolles School HS,"Jacksonville, FL",81.0,260.0,
159,haydenhurst/2560747,"Hurst, Hayden",TE,2019,Regular Season,7,10/20,Away,SEA,W,30 to 16,1,1,1,10,10.0,10,0,--,--,--,--,--,--,--,537,bal,1.5,4100,26.0,"Jacksonville , FL",8/24/1993,South Carolina,Active,Baltimore Ravens,2nd season,76.0,Bolles School HS,"Jacksonville, FL",81.0,260.0,
160,durhamsmythe/2560880,"Smythe, Durham",TE,2019,Regular Season,3,09/22,Away,DAL,L,6 to 31,1,1,0,0,--,--,0,--,--,--,--,--,--,--,260,mia,0.0,4000,24.0,"Havertown , PA",8/9/1995,Notre Dame,Active,Miami Dolphins,2nd season,78.0,Belton HS,TX,81.0,260.0,
161,durhamsmythe/2560880,"Smythe, Durham",TE,2019,Regular Season,7,10/20,Away,BUF,L,21 to 31,1,1,0,0,--,--,0,--,--,--,--,--,--,--,574,mia,0.0,4000,24.0,"Havertown , PA",8/9/1995,Notre Dame,Active,Miami Dolphins,2nd season,78.0,Belton HS,TX,81.0,260.0,
162,durhamsmythe/2560880,"Smythe, Durham",TE,2019,Regular Season,8,10/28,Away,PIT,L,14 to 27,1,1,--,--,--,--,--,--,--,--,--,--,--,--,654,mia,0.0,4000,24.0,"Havertown , PA",8/9/1995,Notre Dame,Active,Miami Dolphins,2nd season,78.0,Belton HS,TX,81.0,260.0,
163,blakebell/2552478,"Bell, Blake",TE,2019,Regular Season,2,09/15,Away,OAK,W,28 to 10,1,1,0,0,--,--,0,--,--,--,--,--,--,--,167,kan,0.0,4000,28.0,"Wichita , KS",8/7/1991,Oklahoma,Active,Kansas City Chiefs,5th season,78.0,Bishop Carroll HS,"Wichita, KS",81.0,252.0,
164,blakebell/2552478,"Bell, Blake",TE,2019,Regular Season,4,09/29,Away,DET,W,34 to 30,1,0,--,--,--,--,--,--,--,--,--,--,--,--,338,kan,0.0,4000,28.0,"Wichita , KS",8/7/1991,Oklahoma,Active,Kansas City Chiefs,5th season,78.0,Bishop Carroll HS,"Wichita, KS",81.0,252.0,
165,blakebell/2552478,"Bell, Blake",TE,2019,Regular Season,7,10/17,Away,DEN,W,30 to 6,1,1,0,0,--,--,0,--,--,--,--,--,--,--,568,kan,0.0,4000,28.0,"Wichita , KS",8/7/1991,Oklahoma,Active,Kansas City Chiefs,5th season,78.0,Bishop Carroll HS,"Wichita, KS",81.0,252.0,
166,markandrews/2560957,"Andrews, Mark",TE,2019,Regular Season,1,09/08,Away,MIA,W,59 to 10,1,0,8,108,13.5,39,1,--,--,--,--,--,--,--,2,bal,20.8,5400,24.0,"Scottsdale , AZ",9/6/1995,Oklahoma,Active,Baltimore Ravens,2nd season,76.0,Desert Mountain HS,"Scottsdale, AZ",89.0,256.0,
167,markandrews/2560957,"Andrews, Mark",TE,2019,Regular Season,5,10/06,Away,PIT,W,26 to 23,1,1,5,45,9.0,24,0,--,--,--,--,--,--,--,356,bal,7.0,6100,24.0,"Scottsdale , AZ",9/6/1995,Oklahoma,Active,Baltimore Ravens,2nd season,76.0,Desert Mountain HS,"Scottsdale, AZ",89.0,256.0,
168,markandrews/2560957,"Andrews, Mark",TE,2019,Regular Season,7,10/20,Away,SEA,W,30 to 16,1,1,2,39,19.5,33,0,--,--,--,--,--,--,--,521,bal,4.9,6700,24.0,"Scottsdale , AZ",9/6/1995,Oklahoma,Active,Baltimore Ravens,2nd season,76.0,Desert Mountain HS,"Scottsdale, AZ",89.0,256.0,
169,lukewillson/2541199,"Willson, Luke",TE,2019,Regular Season,4,09/29,Away,ARI,W,27 to 10,1,0,2,26,13.0,17,0,--,--,--,--,--,--,--,296,sea,3.6,0,29.0,"Windsor , ON",1/15/1990,Rice,Active,Seattle Seahawks,7th season,77.0,St. Thomas of Villanova HS,"La Salle, Ontario, Canada",82.0,255.0,
170,lukewillson/2541199,"Willson, Luke",TE,2019,Regular Season,6,10/13,Away,CLE,W,32 to 28,1,1,2,16,8.0,11,0,--,--,--,--,--,--,--,459,sea,2.6,4200,29.0,"Windsor , ON",1/15/1990,Rice,Active,Seattle Seahawks,7th season,77.0,St. Thomas of Villanova HS,"La Salle, Ontario, Canada",82.0,255.0,
171,lukewillson/2541199,"Willson, Luke",TE,2019,Regular Season,8,10/27,Away,ATL,W,27 to 20,1,1,1,7,7.0,7,0,--,--,--,--,--,--,--,624,sea,1.2,4500,29.0,"Windsor , ON",1/15/1990,Rice,Active,Seattle Seahawks,7th season,77.0,St. Thomas of Villanova HS,"La Salle, Ontario, Canada",82.0,255.0,
172,roberttonyan/2559270,"Tonyan, Robert",TE,2019,Regular Season,1,09/05,Away,CHI,W,10 to 3,1,0,1,28,28.0,28,0,--,--,--,--,--,--,--,28,gnb,3.3,4000,25.0,"Woodstock , IL",4/30/1994,Indiana State,Active,Green Bay Packers,2nd season,77.0,Marian Central Catholic HS,"Woodstock, IL",85.0,237.0,
173,roberttonyan/2559270,"Tonyan, Robert",TE,2019,Regular Season,5,10/06,Away,DAL,W,34 to 24,1,0,1,23,23.0,23,0,--,--,--,--,--,--,--,371,gnb,2.8,4000,25.0,"Woodstock , IL",4/30/1994,Indiana State,Active,Green Bay Packers,2nd season,77.0,Marian Central Catholic HS,"Woodstock, IL",85.0,237.0,
174,dawsonknox/2562681,"Knox, Dawson",TE,2019,Regular Season,1,09/08,Away,NYJ,W,17 to 16,1,0,1,1,1.0,1,0,--,--,--,--,--,--,--,52,buf,0.6,4600,22.0,"Brentwood , TN",11/14/1996,Mississippi,Active,Buffalo Bills,Rookie,76.0,Brentwood Academy HS,"Brentwood, TN",88.0,254.0,
